Time (s),EMG Biceps (mV)
0.0,-0.0
0.0010002000400080016,1.2324129445297228e-07
0.002000400080016003,2.692449070281754e-06
0.0030006001200240046,5.168822732944265e-06
0.004000800160032006,0.00012715488223717872
0.005001000200040008,-5.869930019984951e-05
0.006001200240048009,1.8686771095076656e-05
0.007001400280056011,-4.657701055900864e-05
0.008001600320064013,0.00093763573824822
0.009001800360072015,0.0001044911007042004
0.010002000400080016,-4.226392914022165e-05
0.011002200440088018,0.000644834763494373
0.012002400480096018,0.00019134472726736992
0.01300260052010402,-0.0021283703901662826
0.014002800560112022,-0.0007901516131077192
0.015003000600120024,0.0009689014181983694
0.016003200640128026,0.0015919148095128745
0.017003400680136026,-0.0014022390167088262
0.01800360072014403,0.0005555039075901112
0.01900380076015203,0.0031328947258748995
0.020004000800160033,-0.0005242702244263219
0.021004200840168033,0.0022538170453168206
0.022004400880176037,0.0025994528940879087
0.023004600920184037,0.002505657261934221
0.024004800960192037,0.003971411435933915
0.02500500100020004,0.002978466813390471
0.02600520104020804,-0.0014415590552718247
0.027005401080216044,-0.005968141211586126
0.028005601120224044,0.0003036109640623662
0.029005801160232048,0.0035511555333254587
0.030006001200240048,0.0005814272088682987
0.03100620124024805,0.0013047197242877695
0.03200640128025605,-0.003507494209826476
0.033006601320264055,0.01047929640134013
0.03400680136027205,-0.010665582280858435
0.035007001400280055,0.002662970811211204
0.03600720144028806,0.002687643935643165
0.03700740148029606,-0.0005130602884574883
0.03800760152030406,0.003418239895454504
0.03900780156031206,0.0024915186848989026
0.040008001600320066,-0.018654003404616495
0.04100820164032806,-0.006809046517694354
0.042008401680336066,-0.004798235375758567
0.04300860172034407,0.008186710614070862
0.04400880176035207,0.021807535139030144
0.04500900180036007,-0.0016363815360800108
0.04600920184036807,-0.0031381134616056817
0.04700940188037608,0.0014807616999619898
0.048009601920384073,0.0183983534061664
0.04900980196039208,0.025550919074531105
0.05001000200040008,-0.017250354509502182
0.051010202040408084,0.013981603241738505
0.05201040208041608,0.01792299453257668
0.053010602120424084,-0.005616923516706314
0.05401080216043209,-0.04592633530394965
0.05501100220044009,0.009049923066590028
0.05601120224044809,-0.044592234795205805
0.05701140228045609,-0.013807789976404668
0.058011602320464095,0.012459100276678806
0.05901180236047209,-0.002039747834890343
0.060012002400480095,0.02797150135943533
0.0610122024404881,0.005779046794774857
0.0620124024804961,0.006641312282474796
0.0630126025205041,0.001804790214854314
0.0640128025605121,-0.000588572597846421
0.0650130026005201,-0.022783403226040822
0.06601320264052811,0.0077941236968491565
0.06701340268053611,-0.007082557330974388
0.0680136027205441,-0.02238941505817084
0.0690138027605521,0.0006474176936224477
0.07001400280056011,-0.008465856874039706
0.07101420284056811,0.0003160104684065662
0.07201440288057612,-0.01181006230833814
0.07301460292058412,-0.001557039329732396
0.07401480296059212,0.0067869448393315665
0.07501500300060011,0.024182808973350137
0.07601520304060812,0.004046692664834579
0.07701540308061612,0.03414275895004471
0.07801560312062412,0.0157074141432267
0.07901580316063213,-0.041067748349892255
0.08001600320064013,0.06340131310493742
0.08101620324064814,-0.009482695150309261
0.08201640328065612,0.0062918311545258595
0.08301660332066413,0.00890480058254298
0.08401680336067213,0.061022250859889784
