Time (s),ECG Lead I (mV)
0.0,-0.04965563305839585
0.0010002000400080016,0.04235171074135355
0.002000400080016003,0.04325236372486173
0.0030006001200240046,0.15078697127235122
0.004000800160032006,0.05415442594266519
0.005001000200040008,-0.16808237364215112
0.006001200240048009,0.0805737418248109
0.007001400280056011,0.07807083495901876
0.008001600320064013,0.005285846018001403
0.009001800360072015,0.1163135077047416
0.010002000400080016,0.012115575930367058
0.011002200440088018,-0.01980374000828098
0.012002400480096018,0.21816294670375075
0.01300260052010402,0.24185814598353117
0.014002800560112022,0.036948850390190933
0.015003000600120024,-0.05503175877083691
0.016003200640128026,0.13239042487809827
0.017003400680136026,-0.15456739665576663
0.01800360072014403,0.018112391676017005
0.01900380076015203,0.08456340637084835
0.020004000800160033,-0.01502745804859247
0.021004200840168033,0.23194367401425658
0.022004400880176037,0.08100290973247755
0.023004600920184037,0.1953138482813277
0.024004800960192037,0.38564285593558134
0.02500500100020004,0.01875384042301778
0.02600520104020804,0.10712822494072086
0.027005401080216044,0.1980338863796412
0.028005601120224044,0.3960763640596672
0.029005801160232048,0.020945593857936998
0.030006001200240048,0.07961061287010074
0.03100620124024805,0.17289643113839578
0.03200640128025605,0.1385791278304432
0.033006601320264055,0.2057611829523158
0.03400680136027205,0.05006559108631252
0.035007001400280055,0.28491970787924814
0.03600720144028806,0.11766135332705822
0.03700740148029606,0.1952964728601732
0.03800760152030406,-0.2588593847030055
0.03900780156031206,-0.16900764818084157
0.040008001600320066,0.17624248995169922
0.04100820164032806,0.09144700753442611
0.042008401680336066,0.3208766865385413
0.04300860172034407,0.07142254662148116
0.04400880176035207,-0.10066409389449474
0.04500900180036007,0.048107297838906535
0.04600920184036807,0.13196475860781495
0.04700940188037608,-0.35475006376695983
0.048009601920384073,0.2575689524983441
0.04900980196039208,0.2497513715853968
0.05001000200040008,0.009673907791834968
0.051010202040408084,-0.0237012378788444
0.05201040208041608,0.25147921854823385
0.053010602120424084,-0.020970412149017126
0.05401080216043209,-0.004118979186209015
0.05501100220044009,0.35171382358472947
0.05601120224044809,0.09624436397134258
0.05701140228045609,0.1351071317566085
0.058011602320464095,0.48806173121013996
0.05901180236047209,0.33596022896435274
0.060012002400480095,0.2735938852475002
0.0610122024404881,0.025181686538015835
0.0620124024804961,0.49883237247373585
0.0630126025205041,0.18004756263964963
0.0640128025605121,0.17083742546050473
0.0650130026005201,0.2282289472178458
0.06601320264052811,0.258012876490183
0.06701340268053611,0.39896237993633976
0.0680136027205441,0.11892795318717941
0.0690138027605521,0.4500675036515164
0.07001400280056011,0.15897634634748697
0.07101420284056811,0.08621315441678185
0.07201440288057612,0.2788111511623308
0.07301460292058412,0.2801920527746538
0.07401480296059212,0.34019364130662344
0.07501500300060011,-0.048042408307423956
0.07601520304060812,0.2611374853777011
0.07701540308061612,0.04004019112915305
0.07801560312062412,0.33842904303529797
0.07901580316063213,0.16643230165886475
0.08001600320064013,0.23994110209945374
0.08101620324064814,0.12265155926791424
0.08201640328065612,0.006669699785786354
0.08301660332066413,0.36849053372849566
0.08401680336067213,-0.05833621133074118
0.08501700340068014,0.33233047983525743
0.08601720344068814,0.2572794395683145
0.08701740348069614,0.30473921817507715
0.08801760352070415,0.4738591679953261
0.08901780356071214,0.33221669167222745
0.09001800360072014,0.41200407494242247
0.09101820364072814,0.26755702982105256
0.09201840368073615,0.4089650998397808
0.09301860372074415,0.34404679199075927
0.09401880376075215,0.2482843021431811
0.09501900380076016,0.4365458053516098
0.09601920384076815,0.25560340716967667
0.09701940388077615,0.5581760822928163
0.09801960392078415,0.5762461959536964
0.09901980396079216,0.25431509802551855
0.10002000400080016,0.3748865206379207
0.10102020404080816,0.36181618991454184
0.10202040408081617,0.3756849323371773
0.10302060412082417,0.1866783242867601
0.10402080416083216,0.561264190522047
0.10502100420084017,0.6176831953493753
0.10602120424084817,0.5092688520710651
0.10702140428085617,0.6758667629981585
0.10802160432086418,0.472239165545396
0.10902180436087218,0.5631779036168051
0.11002200440088018,0.6555793939726801
0.11102220444088817,0.5029393252172984
0.11202240448089618,0.6133511990381788
0.11302260452090418,0.5584375471907422
0.11402280456091218,0.495291939431981
0.11502300460092019,0.5656840277891119
0.11602320464092819,0.5534969833819003
0.1170234046809362,0.7874706483171989
0.11802360472094418,0.52202444822476
0.11902380476095219,0.64311164495262
0.12002400480096019,0.3292135199595252
0.1210242048409682,0.5498351668371759
0.1220244048809762,0.7175586250461065
0.1230246049209842,0.655132289171922
0.1240248049609922,0.5240836899490284
0.1250250050010002,0.3285954537582862
0.1260252050410082,0.6942375217375338
0.1270254050810162,0.8832488769421029
0.1280256051210242,0.8997958682341709
0.1290258051610322,0.3980449773511893
0.1300260052010402,0.7842699150952477
0.13102620524104822,0.6038265331420124
0.13202640528105622,0.6469613713544472
0.13302660532106422,0.6549839639621152
0.13402680536107223,0.6674157815635151
0.13502700540108023,0.7999188062219145
0.1360272054410882,1.0144035659975708
0.1370274054810962,0.7088287647109892
0.1380276055211042,0.9702299133925872
0.13902780556111222,0.88747013468137
0.14002800560112022,1.0150418425593297
0.14102820564112822,0.9240530629205755
0.14202840568113623,1.0100971909417096
0.14302860572114423,0.7555178535235257
0.14402880576115223,1.0378480661495306
0.14502900580116024,1.3400271527650676
0.14602920584116824,0.8178968234335631
0.14702940588117624,1.0992643631789343
0.14802960592118425,0.6946149301212278
